geo,geo_label,geo_eurostat,iso_a2,iso_a3,year,is_eu_aggregate,metric,value
MT,Malta,MT,MT,MLT,2025,False,data_analytics_pct,38.86
NL,Netherlands,NL,NL,NLD,2025,False,data_analytics_pct,55.96
PL,Poland,PL,PL,POL,2025,False,data_analytics_pct,24.5
PT,Portugal,PT,PT,PRT,2025,False,data_analytics_pct,44.98
RO,Romania,RO,RO,ROU,2025,False,data_analytics_pct,35.07
SE,Sweden,SE,SE,SWE,2025,False,data_analytics_pct,38.64
SI,Slovenia,SI,SI,SVN,2025,False,data_analytics_pct,30.87
SK,Slovakia,SK,SK,SVK,2025,False,data_analytics_pct,38.75
EU27_2020,European Union - 27 countries (from 2020),EU27_2020,,,2025,True,data_analytics_pct,39.85
AT,Austria,AT,AT,AUT,2025,False,dii_at_least_basic_pct,73.76
BE,Belgium,BE,BE,BEL,2025,False,dii_at_least_basic_pct,84.9
BG,Bulgaria,BG,BG,BGR,2025,False,dii_at_least_basic_pct,39.35
CY,Cyprus,CY,CY,CYP,2025,False,dii_at_least_basic_pct,74.85
CZ,Czechia,CZ,CZ,CZE,2025,False,dii_at_least_basic_pct,71.51
DE,Germany,DE,DE,DEU,2025,False,dii_at_least_basic_pct,74.35
DK,Denmark,DK,DK,DNK,2025,False,dii_at_least_basic_pct,92.68
EE,Estonia,EE,EE,EST,2025,False,dii_at_least_basic_pct,72.77
EL,Greece,EL,GR,GRC,2025,False,dii_at_least_basic_pct,56.48
ES,Spain,ES,ES,ESP,2025,False,dii_at_least_basic_pct,75.96
FI,Finland,FI,FI,FIN,2025,False,dii_at_least_basic_pct,94.24
FR,France,FR,FR,FRA,2025,False,dii_at_least_basic_pct,70.23
HR,Croatia,HR,HR,HRV,2025,False,dii_at_least_basic_pct,58.13
HU,Hungary,HU,HU,HUN,2025,False,dii_at_least_basic_pct,60.8
IE,Ireland,IE,IE,IRL,2025,False,dii_at_least_basic_pct,79.92
IT,Italy,IT,IT,ITA,2025,False,dii_at_least_basic_pct,79.81
LT,Lithuania,LT,LT,LTU,2025,False,dii_at_least_basic_pct,74.34
LU,Luxembourg,LU,LU,LUX,2025,False,dii_at_least_basic_pct,77.32
LV,Latvia,LV,LV,LVA,2025,False,dii_at_least_basic_pct,59.52
MT,Malta,MT,MT,MLT,2025,False,dii_at_least_basic_pct,83.93
NL,Netherlands,NL,NL,NLD,2025,False,dii_at_least_basic_pct,89.1
PL,Poland,PL,PL,POL,2025,False,dii_at_least_basic_pct,60.23
PT,Portugal,PT,PT,PRT,2025,False,dii_at_least_basic_pct,64.67
RO,Romania,RO,RO,ROU,2025,False,dii_at_least_basic_pct,45.53
SE,Sweden,SE,SE,SWE,2025,False,dii_at_least_basic_pct,86.93
SI,Slovenia,SI,SI,SVN,2025,False,dii_at_least_basic_pct,66.58
SK,Slovakia,SK,SK,SVK,2025,False,dii_at_least_basic_pct,58.39
EU27_2020,European Union - 27 countries (from 2020),EU27_2020,,,2025,True,dii_at_least_basic_pct,72.11
AT,Austria,AT,AT,AUT,2025,False,dii_high_pct,26.97
BE,Belgium,BE,BE,BEL,2025,False,dii_high_pct,36.65
BG,Bulgaria,BG,BG,BGR,2025,False,dii_high_pct,11.4
CY,Cyprus,CY,CY,CYP,2025,False,dii_high_pct,30.14
CZ,Czechia,CZ,CZ,CZE,2025,False,dii_high_pct,28.86
DE,Germany,DE,DE,DEU,2025,False,dii_high_pct,27.94
DK,Denmark,DK,DK,DNK,2025,False,dii_high_pct,38.88
EE,Estonia,EE,EE,EST,2025,False,dii_high_pct,28.75
EL,Greece,EL,GR,GRC,2025,False,dii_high_pct,19.28
ES,Spain,ES,ES,ESP,2025,False,dii_high_pct,30.23
FI,Finland,FI,FI,FIN,2025,False,dii_high_pct,42.4
FR,France,FR,FR,FRA,2025,False,dii_high_pct,26.31
HR,Croatia,HR,HR,HRV,2025,False,dii_high_pct,21.98
HU,Hungary,HU,HU,HUN,2025,False,dii_high_pct,21.85
IE,Ireland,IE,IE,IRL,2025,False,dii_high_pct,29.85
IT,Italy,IT,IT,ITA,2025,False,dii_high_pct,30.22
LT,Lithuania,LT,LT,LTU,2025,False,dii_high_pct,29.37
LU,Luxembourg,LU,LU,LUX,2025,False,dii_high_pct,30.04
LV,Latvia,LV,LV,LVA,2025,False,dii_high_pct,20.61
MT,Malta,MT,MT,MLT,2025,False,dii_high_pct,36.82
NL,Netherlands,NL,NL,NLD,2025,False,dii_high_pct,41.71
PL,Poland,PL,PL,POL,2025,False,dii_high_pct,22.1
PT,Portugal,PT,PT,PRT,2025,False,dii_high_pct,21.84
RO,Romania,RO,RO,ROU,2025,False,dii_high_pct,14.45
SE,Sweden,SE,SE,SWE,2025,False,dii_high_pct,35.14
SI,Slovenia,SI,SI,SVN,2025,False,dii_high_pct,23.39
SK,Slovakia,SK,SK,SVK,2025,False,dii_high_pct,20.43
EU27_2020,European Union - 27 countries (from 2020),EU27_2020,,,2025,True,dii_high_pct,27.54
AT,Austria,AT,AT,AUT,2025,False,dii_low_pct,36.7
BE,Belgium,BE,BE,BEL,2025,False,dii_low_pct,28.22
BG,Bulgaria,BG,BG,BGR,2025,False,dii_low_pct,25.91
CY,Cyprus,CY,CY,CYP,2025,False,dii_low_pct,37.21
CZ,Czechia,CZ,CZ,CZE,2025,False,dii_low_pct,30.58
DE,Germany,DE,DE,DEU,2025,False,dii_low_pct,35.96
DK,Denmark,DK,DK,DNK,2025,False,dii_low_pct,26.65
EE,Estonia,EE,EE,EST,2025,False,dii_low_pct,35.53
EL,Greece,EL,GR,GRC,2025,False,dii_low_pct,30.95
ES,Spain,ES,ES,ESP,2025,False,dii_low_pct,33.63
FI,Finland,FI,FI,FIN,2025,False,dii_low_pct,26.46
FR,France,FR,FR,FRA,2025,False,dii_low_pct,35.76
HR,Croatia,HR,HR,HRV,2025,False,dii_low_pct,28.76
HU,Hungary,HU,HU,HUN,2025,False,dii_low_pct,32.77
IE,Ireland,IE,IE,IRL,2025,False,dii_low_pct,38.25
IT,Italy,IT,IT,ITA,2025,False,dii_low_pct,41.66
LT,Lithuania,LT,LT,LTU,2025,False,dii_low_pct,30.99
LU,Luxembourg,LU,LU,LUX,2025,False,dii_low_pct,37.8
LV,Latvia,LV,LV,LVA,2025,False,dii_low_pct,31.1
MT,Malta,MT,MT,MLT,2025,False,dii_low_pct,30.11
NL,Netherlands,NL,NL,NLD,2025,False,dii_low_pct,25.81
PL,Poland,PL,PL,POL,2025,False,dii_low_pct,31.84
PT,Portugal,PT,PT,PRT,2025,False,dii_low_pct,35.14
RO,Romania,RO,RO,ROU,2025,False,dii_low_pct,28.38
SE,Sweden,SE,SE,SWE,2025,False,dii_low_pct,34.6
SI,Slovenia,SI,SI,SVN,2025,False,dii_low_pct,34.92
SK,Slovakia,SK,SK,SVK,2025,False,dii_low_pct,31.98
EU27_2020,European Union - 27 countries (from 2020),EU27_2020,,,2025,True,dii_low_pct,34.52
AT,Austria,AT,AT,AUT,2025,False,dii_very_high_pct,10.09
BE,Belgium,BE,BE,BEL,2025,False,dii_very_high_pct,20.03
BG,Bulgaria,BG,BG,BGR,2025,False,dii_very_high_pct,2.04
CY,Cyprus,CY,CY,CYP,2025,False,dii_very_high_pct,7.5
CZ,Czechia,CZ,CZ,CZE,2025,False,dii_very_high_pct,12.07
DE,Germany,DE,DE,DEU,2025,False,dii_very_high_pct,10.45
DK,Denmark,DK,DK,DNK,2025,False,dii_very_high_pct,27.15
EE,Estonia,EE,EE,EST,2025,False,dii_very_high_pct,8.49
EL,Greece,EL,GR,GRC,2025,False,dii_very_high_pct,6.25
ES,Spain,ES,ES,ESP,2025,False,dii_very_high_pct,12.1
FI,Finland,FI,FI,FIN,2025,False,dii_very_high_pct,25.38
FR,France,FR,FR,FRA,2025,False,dii_very_high_pct,8.16
HR,Croatia,HR,HR,HRV,2025,False,dii_very_high_pct,7.39
HU,Hungary,HU,HU,HUN,2025,False,dii_very_high_pct,6.18
IE,Ireland,IE,IE,IRL,2025,False,dii_very_high_pct,11.82
IT,Italy,IT,IT,ITA,2025,False,dii_very_high_pct,7.93
LT,Lithuania,LT,LT,LTU,2025,False,dii_very_high_pct,13.98
LU,Luxembourg,LU,LU,LUX,2025,False,dii_very_high_pct,9.48
LV,Latvia,LV,LV,LVA,2025,False,dii_very_high_pct,7.81
MT,Malta,MT,MT,MLT,2025,False,dii_very_high_pct,17.0
NL,Netherlands,NL,NL,NLD,2025,False,dii_very_high_pct,21.58
PL,Poland,PL,PL,POL,2025,False,dii_very_high_pct,6.3
PT,Portugal,PT,PT,PRT,2025,False,dii_very_high_pct,7.69
RO,Romania,RO,RO,ROU,2025,False,dii_very_high_pct,2.7
SE,Sweden,SE,SE,SWE,2025,False,dii_very_high_pct,17.19
SI,Slovenia,SI,SI,SVN,2025,False,dii_very_high_pct,8.27
SK,Slovakia,SK,SK,SVK,2025,False,dii_very_high_pct,5.98
EU27_2020,European Union - 27 countries (from 2020),EU27_2020,,,2025,True,dii_very_high_pct,10.05
AT,Austria,AT,AT,AUT,2025,False,dii_very_low_pct,26.24
BE,Belgium,BE,BE,BEL,2025,False,dii_very_low_pct,15.1
BG,Bulgaria,BG,BG,BGR,2025,False,dii_very_low_pct,60.65
CY,Cyprus,CY,CY,CYP,2025,False,dii_very_low_pct,25.15
CZ,Czechia,CZ,CZ,CZE,2025,False,dii_very_low_pct,28.49
DE,Germany,DE,DE,DEU,2025,False,dii_very_low_pct,25.65
DK,Denmark,DK,DK,DNK,2025,False,dii_very_low_pct,7.32
EE,Estonia,EE,EE,EST,2025,False,dii_very_low_pct,27.23
EL,Greece,EL,GR,GRC,2025,False,dii_very_low_pct,43.52
ES,Spain,ES,ES,ESP,2025,False,dii_very_low_pct,24.04
FI,Finland,FI,FI,FIN,2025,False,dii_very_low_pct,5.76
FR,France,FR,FR,FRA,2025,False,dii_very_low_pct,29.77
HR,Croatia,HR,HR,HRV,2025,False,dii_very_low_pct,41.87
HU,Hungary,HU,HU,HUN,2025,False,dii_very_low_pct,39.2
IE,Ireland,IE,IE,IRL,2025,False,dii_very_low_pct,20.08
IT,Italy,IT,IT,ITA,2025,False,dii_very_low_pct,20.19
LT,Lithuania,LT,LT,LTU,2025,False,dii_very_low_pct,25.66
LU,Luxembourg,LU,LU,LUX,2025,False,dii_very_low_pct,22.68
LV,Latvia,LV,LV,LVA,2025,False,dii_very_low_pct,40.48
MT,Malta,MT,MT,MLT,2025,False,dii_very_low_pct,16.07
NL,Netherlands,NL,NL,NLD,2025,False,dii_very_low_pct,10.9
PL,Poland,PL,PL,POL,2025,False,dii_very_low_pct,39.77
PT,Portugal,PT,PT,PRT,2025,False,dii_very_low_pct,35.33
RO,Romania,RO,RO,ROU,2025,False,dii_very_low_pct,54.47
SE,Sweden,SE,SE,SWE,2025,False,dii_very_low_pct,13.07
SI,Slovenia,SI,SI,SVN,2025,False,dii_very_low_pct,33.42
SK,Slovakia,SK,SK,SVK,2025,False,dii_very_low_pct,41.61
EU27_2020,European Union - 27 countries (from 2020),EU27_2020,,,2025,True,dii_very_low_pct,27.89
AT,Austria,AT,AT,AUT,2025,False,sophisticated_or_intermediate_cloud_pct,41.7
BE,Belgium,BE,BE,BEL,2025,False,sophisticated_or_intermediate_cloud_pct,58.51
BG,Bulgaria,BG,BG,BGR,2025,False,sophisticated_or_intermediate_cloud_pct,15.74
CY,Cyprus,CY,CY,CYP,2025,False,sophisticated_or_intermediate_cloud_pct,48.45
CZ,Czechia,CZ,CZ,CZE,2025,False,sophisticated_or_intermediate_cloud_pct,42.93
DE,Germany,DE,DE,DEU,2025,False,sophisticated_or_intermediate_cloud_pct,46.03
DK,Denmark,DK,DK,DNK,2025,False,sophisticated_or_intermediate_cloud_pct,67.57
EE,Estonia,EE,EE,EST,2025,False,sophisticated_or_intermediate_cloud_pct,56.23
EL,Greece,EL,GR,GRC,2025,False,sophisticated_or_intermediate_cloud_pct,21.25
ES,Spain,ES,ES,ESP,2025,False,sophisticated_or_intermediate_cloud_pct,37.92
FI,Finland,FI,FI,FIN,2025,False,sophisticated_or_intermediate_cloud_pct,73.12
FR,France,FR,FR,FRA,2025,False,sophisticated_or_intermediate_cloud_pct,36.46
HR,Croatia,HR,HR,HRV,2025,False,sophisticated_or_intermediate_cloud_pct,43.3
HU,Hungary,HU,HU,HUN,2025,False,sophisticated_or_intermediate_cloud_pct,40.82
IE,Ireland,IE,IE,IRL,2025,False,sophisticated_or_intermediate_cloud_pct,63.03
IT,Italy,IT,IT,ITA,2025,False,sophisticated_or_intermediate_cloud_pct,68.05
LT,Lithuania,LT,LT,LTU,2025,False,sophisticated_or_intermediate_cloud_pct,54.9
LU,Luxembourg,LU,LU,LUX,2025,False,sophisticated_or_intermediate_cloud_pct,43.71
LV,Latvia,LV,LV,LVA,2025,False,sophisticated_or_intermediate_cloud_pct,37.8
MT,Malta,MT,MT,MLT,2025,False,sophisticated_or_intermediate_cloud_pct,65.06
NL,Netherlands,NL,NL,NLD,2025,False,sophisticated_or_intermediate_cloud_pct,65.81
PL,Poland,PL,PL,POL,2025,False,sophisticated_or_intermediate_cloud_pct,45.77
PT,Portugal,PT,PT,PRT,2025,False,sophisticated_or_intermediate_cloud_pct,34.11
RO,Romania,RO,RO,ROU,2025,False,sophisticated_or_intermediate_cloud_pct,22.13
SE,Sweden,SE,SE,SWE,2025,False,sophisticated_or_intermediate_cloud_pct,67.59
SI,Slovenia,SI,SI,SVN,2025,False,sophisticated_or_intermediate_cloud_pct,42.95
SK,Slovakia,SK,SK,SVK,2025,False,sophisticated_or_intermediate_cloud_pct,32.92
EU27_2020,European Union - 27 countries (from 2020),EU27_2020,,,2025,True,sophisticated_or_intermediate_cloud_pct,46.69
