geo,geo_label,time,year,nace_r2,nace_r2_label,is_total_sector,ai_adoption_pct,sector_rank_within_geo
IE,Ireland,2025,2025,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,False,9.8,46.0
IE,Ireland,2025,2025,F,Construction,False,9.2,47.0
IE,Ireland,2025,2025,E,"Water supply; sewerage, waste management and remediation activities",False,6.01,48.0
IE,Ireland,2025,2025,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",False,4.14,49.0
IE,Ireland,2025,2025,C19,Manufacture of coke and refined petroleum products,False,0.0,50.0
IT,Italy,2025,2025,J62_J63,"Computer programming, consultancy, and information service activities",False,52.97,1.0
IT,Italy,2025,2025,J,Information and communication,False,51.28,2.0
IT,Italy,2025,2025,ICT,Information and Communication Technology - total,False,47.75,3.0
IT,Italy,2025,2025,J61,Telecommunications,False,37.34,4.0
IT,Italy,2025,2025,M,"Professional, scientific and technical activities",False,35.72,5.0
IT,Italy,2025,2025,L_M,"Real estate activities; professional, scientific and technical activities",False,34.08,6.0
IT,Italy,2025,2025,C26,"Manufacture of computer, electronic and optical products",False,28.48,7.0
IT,Italy,2025,2025,C19-C23,"Manufacture of coke, refined petroleum, chemical and basic pharmaceutical products, rubber and plastics, other non-metallic mineral products",False,21.32,8.0
IT,Italy,2025,2025,I55,Accommodation,False,19.95,9.0
IT,Italy,2025,2025,C26-C33,"Manufacture of computers, electric and optical products, electrical equipment, machinery and equipment n.e.c, motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment",False,19.46,10.0
IT,Italy,2025,2025,G45-S951_X_K,"Services, without financial sector",False,18.9,11.0
IT,Italy,2025,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,False,18.13,12.0
IT,Italy,2025,2025,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",True,16.4,13.0
IT,Italy,2025,2025,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",False,16.0,14.0
IT,Italy,2025,2025,N,Administrative and support service activities,False,15.97,15.0
IT,Italy,2025,2025,C10-C12,Manufacture of food products; beverages and tobacco products,False,15.32,16.0
IT,Italy,2025,2025,G47,"Retail trade, except of motor vehicles and motorcycles",False,14.96,17.0
IT,Italy,2025,2025,N77-N82_X_N79,"Activities for rental and leasing, employment, security and investigation, services to buildings and landscape, office administrative, office support and other business support",False,14.91,18.0
IT,Italy,2025,2025,C,Manufacturing,False,14.73,19.0
IT,Italy,2025,2025,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",False,14.68,20.0
IT,Italy,2025,2025,L,Real estate activities,False,13.96,21.0
IT,Italy,2025,2025,L68,Real estate activities,False,13.96,22.0
IT,Italy,2025,2025,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",False,13.49,23.0
IT,Italy,2025,2025,C-F,"Manufacturing, electricity, gas, steam and air conditioning supply; water supply and construction",False,13.45,24.0
IT,Italy,2025,2025,C10-C18,"Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing",False,12.15,25.0
IT,Italy,2025,2025,I,Accommodation and food service activities,False,11.73,26.0
IT,Italy,2025,2025,H,Transportation and storage,False,11.62,27.0
IT,Italy,2025,2025,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",False,11.36,28.0
IT,Italy,2025,2025,F,Construction,False,10.39,29.0
IT,Italy,2025,2025,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",False,8.84,30.0
IT,Italy,2025,2025,C16-C18,"Manufacture of wood, paper, printing and reproduction",False,8.33,31.0
LT,Lithuania,2025,2025,J62_J63,"Computer programming, consultancy, and information service activities",False,63.37,1.0
LT,Lithuania,2025,2025,ICT,Information and Communication Technology - total,False,62.27,2.0
LT,Lithuania,2025,2025,J,Information and communication,False,60.24,3.0
LT,Lithuania,2025,2025,M,"Professional, scientific and technical activities",False,37.68,4.0
LT,Lithuania,2025,2025,L_M,"Real estate activities; professional, scientific and technical activities",False,33.2,5.0
LT,Lithuania,2025,2025,N,Administrative and support service activities,False,29.75,6.0
LT,Lithuania,2025,2025,C26-C33,"Manufacture of computers, electric and optical products, electrical equipment, machinery and equipment n.e.c, motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment",False,26.68,7.0
LT,Lithuania,2025,2025,C27_C28,"Manufacture of electrical equipment, machinery and equipment n.e.c.",False,26.62,8.0
LT,Lithuania,2025,2025,G45-S951_X_K,"Services, without financial sector",False,23.25,9.0
LT,Lithuania,2025,2025,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",False,22.54,10.0
LT,Lithuania,2025,2025,C22_C23,Manufacture of rubber and plastic products and other non-metallic mineral products,False,22.43,11.0
LT,Lithuania,2025,2025,C19-C23,"Manufacture of coke, refined petroleum, chemical and basic pharmaceutical products, rubber and plastics, other non-metallic mineral products",False,22.39,12.0
LT,Lithuania,2025,2025,S951,Repair of computers and communication equipment,False,22.22,13.0
LT,Lithuania,2025,2025,G46,"Wholesale trade, except of motor vehicles and motorcycles",False,21.4,14.0
LT,Lithuania,2025,2025,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",True,21.3,15.0
LT,Lithuania,2025,2025,H,Transportation and storage,False,20.02,16.0
LT,Lithuania,2025,2025,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",False,20.0,17.0
LT,Lithuania,2025,2025,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",False,19.24,18.0
LT,Lithuania,2025,2025,C,Manufacturing,False,19.17,19.0
LT,Lithuania,2025,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,False,19.16,20.0
LT,Lithuania,2025,2025,L,Real estate activities,False,19.03,21.0
LT,Lithuania,2025,2025,L68,Real estate activities,False,19.03,22.0
LT,Lithuania,2025,2025,C-F,"Manufacturing, electricity, gas, steam and air conditioning supply; water supply and construction",False,18.19,23.0
LT,Lithuania,2025,2025,G47,"Retail trade, except of motor vehicles and motorcycles",False,17.94,24.0
LT,Lithuania,2025,2025,F,Construction,False,16.79,25.0
LT,Lithuania,2025,2025,C10-C12,Manufacture of food products; beverages and tobacco products,False,16.22,26.0
LT,Lithuania,2025,2025,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",False,16.15,27.0
LT,Lithuania,2025,2025,I55,Accommodation,False,14.97,28.0
LT,Lithuania,2025,2025,C10-C18,"Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing",False,14.0,29.0
LT,Lithuania,2025,2025,C16-C18,"Manufacture of wood, paper, printing and reproduction",False,13.22,30.0
LT,Lithuania,2025,2025,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",False,12.19,31.0
LT,Lithuania,2025,2025,I,Accommodation and food service activities,False,8.0,32.0
LU,Luxembourg,2025,2025,J62_J63,"Computer programming, consultancy, and information service activities",False,74.1,1.0
LU,Luxembourg,2025,2025,J,Information and communication,False,73.48,2.0
LU,Luxembourg,2025,2025,ICT,Information and Communication Technology - total,False,69.96,3.0
LU,Luxembourg,2025,2025,M,"Professional, scientific and technical activities",False,51.65,4.0
LU,Luxembourg,2025,2025,M69-M71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,False,50.49,5.0
LU,Luxembourg,2025,2025,C26-C33,"Manufacture of computers, electric and optical products, electrical equipment, machinery and equipment n.e.c, motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment",False,47.29,6.0
LU,Luxembourg,2025,2025,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",False,47.21,7.0
LU,Luxembourg,2025,2025,C10-C18,"Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing",False,40.8,8.0
LU,Luxembourg,2025,2025,C19-C23,"Manufacture of coke, refined petroleum, chemical and basic pharmaceutical products, rubber and plastics, other non-metallic mineral products",False,39.28,9.0
LU,Luxembourg,2025,2025,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",False,38.74,10.0
LU,Luxembourg,2025,2025,C,Manufacturing,False,37.58,11.0
LU,Luxembourg,2025,2025,G45-S951_X_K,"Services, without financial sector",False,36.29,12.0
LU,Luxembourg,2025,2025,G46,"Wholesale trade, except of motor vehicles and motorcycles",False,34.26,13.0
LU,Luxembourg,2025,2025,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",True,33.61,14.0
LU,Luxembourg,2025,2025,N,Administrative and support service activities,False,31.88,15.0
LU,Luxembourg,2025,2025,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,False,30.7,16.0
LU,Luxembourg,2025,2025,H,Transportation and storage,False,27.9,17.0
LU,Luxembourg,2025,2025,C-F,"Manufacturing, electricity, gas, steam and air conditioning supply; water supply and construction",False,27.47,18.0
LU,Luxembourg,2025,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,False,27.24,19.0
LU,Luxembourg,2025,2025,I55,Accommodation,False,25.41,20.0
LU,Luxembourg,2025,2025,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",False,25.33,21.0
LU,Luxembourg,2025,2025,F,Construction,False,23.98,22.0
LU,Luxembourg,2025,2025,G47,"Retail trade, except of motor vehicles and motorcycles",False,20.62,23.0
LU,Luxembourg,2025,2025,I,Accommodation and food service activities,False,16.95,24.0
LV,Latvia,2025,2025,J62_J63,"Computer programming, consultancy, and information service activities",False,51.52,1.0
LV,Latvia,2025,2025,M72,Scientific research and development,False,50.0,2.0
LV,Latvia,2025,2025,J,Information and communication,False,49.82,3.0
LV,Latvia,2025,2025,J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",False,48.17,4.0
LV,Latvia,2025,2025,ICT,Information and Communication Technology - total,False,46.29,5.0
LV,Latvia,2025,2025,M73-M75,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",False,38.57,6.0
LV,Latvia,2025,2025,J61,Telecommunications,False,32.41,7.0
LV,Latvia,2025,2025,M,"Professional, scientific and technical activities",False,29.02,8.0
LV,Latvia,2025,2025,C26,"Manufacture of computer, electronic and optical products",False,25.59,9.0
LV,Latvia,2025,2025,C27,Manufacture of electrical equipment,False,25.2,10.0
LV,Latvia,2025,2025,C27_C28,"Manufacture of electrical equipment, machinery and equipment n.e.c.",False,23.9,11.0
LV,Latvia,2025,2025,M69-M71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,False,23.64,12.0
LV,Latvia,2025,2025,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",False,23.43,13.0
LV,Latvia,2025,2025,C28,Manufacture of machinery and equipment n.e.c.,False,23.17,14.0
LV,Latvia,2025,2025,L_M,"Real estate activities; professional, scientific and technical activities",False,22.57,15.0
LV,Latvia,2025,2025,C20,Manufacture of chemicals and chemical products,False,22.26,16.0
LV,Latvia,2025,2025,N79,"Travel agency, tour operator and other reservation service and related activities",False,20.54,17.0
LV,Latvia,2025,2025,C19-C23,"Manufacture of coke, refined petroleum, chemical and basic pharmaceutical products, rubber and plastics, other non-metallic mineral products",False,20.47,18.0
LV,Latvia,2025,2025,C22_C23,Manufacture of rubber and plastic products and other non-metallic mineral products,False,20.0,19.0
LV,Latvia,2025,2025,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,False,18.18,20.0
LV,Latvia,2025,2025,C26-C33,"Manufacture of computers, electric and optical products, electrical equipment, machinery and equipment n.e.c, motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment",False,16.13,21.0
LV,Latvia,2025,2025,D,"Electricity, gas, steam and air conditioning supply",False,15.54,22.0
LV,Latvia,2025,2025,D35,"Electricity, gas, steam and air conditioning supply",False,15.54,23.0
LV,Latvia,2025,2025,G45-S951_X_K,"Services, without financial sector",False,13.85,24.0
LV,Latvia,2025,2025,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",False,13.62,25.0
LV,Latvia,2025,2025,G46,"Wholesale trade, except of motor vehicles and motorcycles",False,13.13,26.0
LV,Latvia,2025,2025,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",False,12.46,27.0
LV,Latvia,2025,2025,C,Manufacturing,False,12.35,28.0
LV,Latvia,2025,2025,N,Administrative and support service activities,False,12.33,29.0
LV,Latvia,2025,2025,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",True,12.21,30.0
LV,Latvia,2025,2025,E,"Water supply; sewerage, waste management and remediation activities",False,11.84,31.0
LV,Latvia,2025,2025,C10-C12,Manufacture of food products; beverages and tobacco products,False,11.8,32.0
LV,Latvia,2025,2025,N77-N82_X_N79,"Activities for rental and leasing, employment, security and investigation, services to buildings and landscape, office administrative, office support and other business support",False,11.73,33.0
LV,Latvia,2025,2025,I55,Accommodation,False,11.72,34.0
LV,Latvia,2025,2025,L,Real estate activities,False,11.45,35.0
LV,Latvia,2025,2025,L68,Real estate activities,False,11.45,36.0
LV,Latvia,2025,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,False,10.37,37.0
LV,Latvia,2025,2025,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",False,10.3,38.0
LV,Latvia,2025,2025,C10-C18,"Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing",False,10.26,39.0
LV,Latvia,2025,2025,C16-C18,"Manufacture of wood, paper, printing and reproduction",False,9.74,40.0
LV,Latvia,2025,2025,C-F,"Manufacturing, electricity, gas, steam and air conditioning supply; water supply and construction",False,9.35,41.0
LV,Latvia,2025,2025,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",False,9.22,42.0
LV,Latvia,2025,2025,G47,"Retail trade, except of motor vehicles and motorcycles",False,8.37,43.0
LV,Latvia,2025,2025,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",False,7.9,44.0
LV,Latvia,2025,2025,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,False,7.19,45.0
LV,Latvia,2025,2025,H,Transportation and storage,False,5.9,46.0
LV,Latvia,2025,2025,F,Construction,False,4.89,47.0
LV,Latvia,2025,2025,I,Accommodation and food service activities,False,4.46,48.0
LV,Latvia,2025,2025,S951,Repair of computers and communication equipment,False,0.0,49.0
MT,Malta,2025,2025,C26,"Manufacture of computer, electronic and optical products",False,66.14,1.0
MT,Malta,2025,2025,J62_J63,"Computer programming, consultancy, and information service activities",False,62.9,2.0
MT,Malta,2025,2025,ICT,Information and Communication Technology - total,False,61.9,3.0
MT,Malta,2025,2025,J,Information and communication,False,60.4,4.0
MT,Malta,2025,2025,J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",False,52.11,5.0
MT,Malta,2025,2025,D,"Electricity, gas, steam and air conditioning supply",False,50.0,6.0
MT,Malta,2025,2025,D35,"Electricity, gas, steam and air conditioning supply",False,50.0,7.0
MT,Malta,2025,2025,M73-M75,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",False,47.95,8.0
MT,Malta,2025,2025,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",False,41.09,9.0
MT,Malta,2025,2025,M,"Professional, scientific and technical activities",False,35.43,10.0
MT,Malta,2025,2025,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",False,35.0,11.0
MT,Malta,2025,2025,L_M,"Real estate activities; professional, scientific and technical activities",False,33.52,12.0
MT,Malta,2025,2025,M69-M71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,False,31.95,13.0
MT,Malta,2025,2025,E,"Water supply; sewerage, waste management and remediation activities",False,30.0,14.0
MT,Malta,2025,2025,C16-C18,"Manufacture of wood, paper, printing and reproduction",False,29.74,15.0
MT,Malta,2025,2025,C26-C33,"Manufacture of computers, electric and optical products, electrical equipment, machinery and equipment n.e.c, motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment",False,26.1,16.0
MT,Malta,2025,2025,C28,Manufacture of machinery and equipment n.e.c.,False,23.95,17.0
MT,Malta,2025,2025,I55,Accommodation,False,23.92,18.0
MT,Malta,2025,2025,N77-N82_X_N79,"Activities for rental and leasing, employment, security and investigation, services to buildings and landscape, office administrative, office support and other business support",False,23.32,19.0
MT,Malta,2025,2025,N,Administrative and support service activities,False,23.2,20.0
MT,Malta,2025,2025,G45-S951_X_K,"Services, without financial sector",False,23.1,21.0
MT,Malta,2025,2025,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",False,22.83,22.0
MT,Malta,2025,2025,N79,"Travel agency, tour operator and other reservation service and related activities",False,22.14,23.0
MT,Malta,2025,2025,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",True,21.51,24.0
MT,Malta,2025,2025,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,False,20.65,25.0
MT,Malta,2025,2025,L,Real estate activities,False,19.79,26.0
MT,Malta,2025,2025,L68,Real estate activities,False,19.79,27.0
MT,Malta,2025,2025,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",False,18.57,28.0
MT,Malta,2025,2025,H,Transportation and storage,False,18.55,29.0
MT,Malta,2025,2025,J61,Telecommunications,False,18.39,30.0
MT,Malta,2025,2025,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",False,17.7,31.0
MT,Malta,2025,2025,C,Manufacturing,False,17.57,32.0
MT,Malta,2025,2025,C19-C23,"Manufacture of coke, refined petroleum, chemical and basic pharmaceutical products, rubber and plastics, other non-metallic mineral products",False,16.92,33.0
MT,Malta,2025,2025,C20,Manufacture of chemicals and chemical products,False,16.67,34.0
MT,Malta,2025,2025,C22_C23,Manufacture of rubber and plastic products and other non-metallic mineral products,False,16.02,35.0
MT,Malta,2025,2025,G47,"Retail trade, except of motor vehicles and motorcycles",False,15.85,36.0
MT,Malta,2025,2025,C10-C18,"Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing",False,15.72,37.0
MT,Malta,2025,2025,C-F,"Manufacturing, electricity, gas, steam and air conditioning supply; water supply and construction",False,15.44,38.0
MT,Malta,2025,2025,G46,"Wholesale trade, except of motor vehicles and motorcycles",False,15.36,39.0
MT,Malta,2025,2025,C27_C28,"Manufacture of electrical equipment, machinery and equipment n.e.c.",False,14.99,40.0
MT,Malta,2025,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,False,14.75,41.0
MT,Malta,2025,2025,F,Construction,False,10.61,42.0
MT,Malta,2025,2025,I,Accommodation and food service activities,False,10.34,43.0
MT,Malta,2025,2025,C27,Manufacture of electrical equipment,False,9.56,44.0
MT,Malta,2025,2025,C10-C12,Manufacture of food products; beverages and tobacco products,False,7.95,45.0
MT,Malta,2025,2025,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",False,2.38,46.0
MT,Malta,2025,2025,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,False,0.0,47.0
MT,Malta,2025,2025,M72,Scientific research and development,False,0.0,48.0
NL,Netherlands,2025,2025,J62_J63,"Computer programming, consultancy, and information service activities",False,71.47,1.0
NL,Netherlands,2025,2025,J,Information and communication,False,69.99,2.0
NL,Netherlands,2025,2025,ICT,Information and Communication Technology - total,False,65.8,3.0
NL,Netherlands,2025,2025,M73-M75,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",False,62.53,4.0
NL,Netherlands,2025,2025,J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",False,59.21,5.0
NL,Netherlands,2025,2025,M72,Scientific research and development,False,57.12,6.0
NL,Netherlands,2025,2025,L_M,"Real estate activities; professional, scientific and technical activities",False,55.34,7.0
NL,Netherlands,2025,2025,M,"Professional, scientific and technical activities",False,54.98,8.0
NL,Netherlands,2025,2025,D,"Electricity, gas, steam and air conditioning supply",False,54.56,9.0
NL,Netherlands,2025,2025,D35,"Electricity, gas, steam and air conditioning supply",False,54.56,10.0
NL,Netherlands,2025,2025,M69-M71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,False,52.78,11.0
NL,Netherlands,2025,2025,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,False,48.87,12.0
NL,Netherlands,2025,2025,C26,"Manufacture of computer, electronic and optical products",False,40.7,13.0
NL,Netherlands,2025,2025,C28,Manufacture of machinery and equipment n.e.c.,False,40.14,14.0
NL,Netherlands,2025,2025,C27_C28,"Manufacture of electrical equipment, machinery and equipment n.e.c.",False,38.92,15.0
NL,Netherlands,2025,2025,C20,Manufacture of chemicals and chemical products,False,37.39,16.0
NL,Netherlands,2025,2025,G45-S951_X_K,"Services, without financial sector",False,35.7,17.0
NL,Netherlands,2025,2025,C19-C23,"Manufacture of coke, refined petroleum, chemical and basic pharmaceutical products, rubber and plastics, other non-metallic mineral products",False,34.8,18.0
NL,Netherlands,2025,2025,G46,"Wholesale trade, except of motor vehicles and motorcycles",False,34.52,19.0
NL,Netherlands,2025,2025,C27,Manufacture of electrical equipment,False,33.6,20.0
NL,Netherlands,2025,2025,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",True,33.21,21.0
NL,Netherlands,2025,2025,C22_C23,Manufacture of rubber and plastic products and other non-metallic mineral products,False,31.83,22.0
NL,Netherlands,2025,2025,N,Administrative and support service activities,False,30.85,23.0
NL,Netherlands,2025,2025,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",False,30.82,24.0
NL,Netherlands,2025,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,False,30.47,25.0
NL,Netherlands,2025,2025,C26-C33,"Manufacture of computers, electric and optical products, electrical equipment, machinery and equipment n.e.c, motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment",False,30.45,26.0
NL,Netherlands,2025,2025,N77-N82_X_N79,"Activities for rental and leasing, employment, security and investigation, services to buildings and landscape, office administrative, office support and other business support",False,29.99,27.0
NL,Netherlands,2025,2025,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",False,28.67,28.0
NL,Netherlands,2025,2025,C,Manufacturing,False,28.56,29.0
NL,Netherlands,2025,2025,G47,"Retail trade, except of motor vehicles and motorcycles",False,27.45,30.0
NL,Netherlands,2025,2025,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",False,27.37,31.0
NL,Netherlands,2025,2025,C-F,"Manufacturing, electricity, gas, steam and air conditioning supply; water supply and construction",False,25.86,32.0
NL,Netherlands,2025,2025,C16-C18,"Manufacture of wood, paper, printing and reproduction",False,25.19,33.0
NL,Netherlands,2025,2025,C13-C15,"Manufacture of textiles, wearing apparel, leather and related products",False,23.77,34.0
NL,Netherlands,2025,2025,C10-C18,"Manufacture of products based on: food, beverages, tobacco, textile, leather, wood, pulp and paper; publishing and printing",False,23.54,35.0
NL,Netherlands,2025,2025,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",False,23.08,36.0
NL,Netherlands,2025,2025,C10-C12,Manufacture of food products; beverages and tobacco products,False,22.61,37.0
NL,Netherlands,2025,2025,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",False,22.6,38.0
NL,Netherlands,2025,2025,I55,Accommodation,False,21.7,39.0
NL,Netherlands,2025,2025,E,"Water supply; sewerage, waste management and remediation activities",False,21.42,40.0
NL,Netherlands,2025,2025,F,Construction,False,21.29,41.0
NL,Netherlands,2025,2025,H,Transportation and storage,False,19.65,42.0
NL,Netherlands,2025,2025,G45,Wholesale and retail trade and repair of motor vehicles and motorcycles,False,18.99,43.0
NL,Netherlands,2025,2025,I,Accommodation and food service activities,False,16.03,44.0
PL,Poland,2025,2025,J62_J63,"Computer programming, consultancy, and information service activities",False,41.98,1.0
PL,Poland,2025,2025,J,Information and communication,False,38.09,2.0
PL,Poland,2025,2025,ICT,Information and Communication Technology - total,False,36.14,3.0
PL,Poland,2025,2025,J58-J60,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",False,30.91,4.0
PL,Poland,2025,2025,S951,Repair of computers and communication equipment,False,24.94,5.0
PL,Poland,2025,2025,M73-M75,"Advertising and market research; other professional, scientific and technical activities; veterinary activities",False,24.81,6.0
PL,Poland,2025,2025,J61,Telecommunications,False,24.56,7.0
PL,Poland,2025,2025,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,False,24.52,8.0
PL,Poland,2025,2025,M,"Professional, scientific and technical activities",False,22.16,9.0
PL,Poland,2025,2025,N79,"Travel agency, tour operator and other reservation service and related activities",False,21.4,10.0
PL,Poland,2025,2025,M69-M71,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,False,20.48,11.0
PL,Poland,2025,2025,C26,"Manufacture of computer, electronic and optical products",False,20.37,12.0
PL,Poland,2025,2025,L_M,"Real estate activities; professional, scientific and technical activities",False,16.93,13.0
PL,Poland,2025,2025,D,"Electricity, gas, steam and air conditioning supply",False,16.17,14.0
PL,Poland,2025,2025,D35,"Electricity, gas, steam and air conditioning supply",False,16.17,15.0
PL,Poland,2025,2025,C27,Manufacture of electrical equipment,False,15.85,16.0
PL,Poland,2025,2025,C20,Manufacture of chemicals and chemical products,False,15.24,17.0
PL,Poland,2025,2025,C29_C30,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",False,13.96,18.0
PL,Poland,2025,2025,C27_C28,"Manufacture of electrical equipment, machinery and equipment n.e.c.",False,11.73,19.0
PL,Poland,2025,2025,G46,"Wholesale trade, except of motor vehicles and motorcycles",False,11.22,20.0
PL,Poland,2025,2025,N,Administrative and support service activities,False,10.47,21.0
PL,Poland,2025,2025,G45-S951_X_K,"Services, without financial sector",False,10.31,22.0
PL,Poland,2025,2025,C26-C33,"Manufacture of computers, electric and optical products, electrical equipment, machinery and equipment n.e.c, motor vehicles, other transport equipment, furniture, other manufacturing, repair and installation of machinery and equipment",False,10.18,23.0
PL,Poland,2025,2025,N77-N82_X_N79,"Activities for rental and leasing, employment, security and investigation, services to buildings and landscape, office administrative, office support and other business support",False,10.05,24.0
PL,Poland,2025,2025,C28,Manufacture of machinery and equipment n.e.c.,False,9.81,25.0
PL,Poland,2025,2025,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,False,8.88,26.0
PL,Poland,2025,2025,C19-C23,"Manufacture of coke, refined petroleum, chemical and basic pharmaceutical products, rubber and plastics, other non-metallic mineral products",False,8.54,27.0
PL,Poland,2025,2025,C10-S951_X_K,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",True,8.36,28.0
PL,Poland,2025,2025,C,Manufacturing,False,7.7,29.0
PL,Poland,2025,2025,C-E,"Manufacturing, electricity, gas, steam and air conditioning; water supply, sewerage, waste management and remediation activities",False,7.69,30.0
PL,Poland,2025,2025,D_E,"Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities",False,7.6,31.0
PL,Poland,2025,2025,C31-C33,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",False,7.48,32.0
PL,Poland,2025,2025,I55,Accommodation,False,7.27,33.0
PL,Poland,2025,2025,C24_C25,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",False,7.18,34.0
